Season,HomeTeam,AwayTeam,HomeWageBill,AwayWageBill
2019,Chelsea,Man City,125,144
2019,Leicester,Tottenham,80,86
2019,Man United,Fulham,149,42
2019,West Ham,Crystal Palace,85,70
2019,Newcastle,Wolves,43,39
2019,Everton,Watford,84,51
2019,Crystal Palace,Leicester,70,80
2019,Fulham,West Ham,42,85
2019,Huddersfield,Newcastle,32,43
2019,Man City,Everton,144,84
2019,Tottenham,Burnley,86,42
2019,Watford,Cardiff,51,26
2019,Wolves,Bournemouth,39,42
2019,Brighton,Chelsea,39,125
2019,Liverpool,Man United,122,149
2019,Southampton,Arsenal,70,128
2019,Wolves,Liverpool,39,122
2019,Arsenal,Burnley,128,42
2019,Bournemouth,Brighton,42,39
2019,Cardiff,Man United,26,149
2019,Chelsea,Leicester,125,80
2019,Huddersfield,Southampton,32,70
2019,Man City,Crystal Palace,144,70
2019,Newcastle,Fulham,43,42
2019,West Ham,Watford,85,51
2019,Everton,Tottenham,84,86
2019,Brighton,Arsenal,39,128
2019,Burnley,Everton,42,84
2019,Crystal Palace,Cardiff,70,26
2019,Fulham,Wolves,42,39
2019,Leicester,Man City,80,144
2019,Liverpool,Newcastle,122,43
2019,Man United,Huddersfield,149,32
2019,Tottenham,Bournemouth,86,42
2019,Watford,Chelsea,51,125
2019,Southampton,West Ham,70,85
2019,Brighton,Everton,39,84
2019,Fulham,Huddersfield,42,32
2019,Leicester,Cardiff,80,26
2019,Liverpool,Arsenal,122,128
2019,Tottenham,Wolves,86,39
2019,Watford,Newcastle,51,43
2019,Burnley,West Ham,42,85
2019,Crystal Palace,Chelsea,70,125
2019,Man United,Bournemouth,149,42
2019,Southampton,Man City,70,144
2019,Arsenal,Fulham,128,42
2019,Cardiff,Tottenham,26,86
2019,Everton,Leicester,84,80
2019,Bournemouth,Watford,42,51
2019,Chelsea,Southampton,125,70
2019,Huddersfield,Burnley,32,42
2019,Newcastle,Man United,43,149
2019,West Ham,Brighton,85,39
2019,Wolves,Crystal Palace,39,70
2019,Man City,Liverpool,144,122
2019,Brighton,Liverpool,39,122
2019,Burnley,Fulham,42,42
2019,Cardiff,Huddersfield,26,32
2019,Chelsea,Newcastle,125,43
2019,Crystal Palace,Watford,70,51
2019,Leicester,Southampton,80,70
2019,West Ham,Arsenal,85,128
2019,Everton,Bournemouth,84,42
2019,Tottenham,Man United,86,149
2019,Man City,Wolves,144,39
2019,Arsenal,Chelsea,128,125
2019,Bournemouth,West Ham,42,85
2019,Liverpool,Crystal Palace,122,70
2019,Man United,Brighton,149,39
2019,Newcastle,Cardiff,43,26
2019,Southampton,Everton,70,84
2019,Watford,Burnley,51,42
2019,Wolves,Leicester,39,80
2019,Fulham,Tottenham,42,86
2019,Huddersfield,Man City,32,144
2019,Arsenal,Cardiff,128,26
2019,Fulham,Brighton,42,39
2019,Huddersfield,Everton,32,84
2019,Man United,Burnley,149,42
2019,Newcastle,Man City,43,144
2019,Wolves,West Ham,39,85
2019,Bournemouth,Chelsea,42,125
2019,Liverpool,Leicester,122,80
2019,Southampton,Crystal Palace,70,70
2019,Tottenham,Watford,86,51
2019,Brighton,Watford,39,51
2019,Burnley,Southampton,42,70
2019,Cardiff,Bournemouth,26,42
2019,Chelsea,Huddersfield,125,32
2019,Crystal Palace,Fulham,70,42
2019,Everton,Wolves,84,39
2019,Tottenham,Newcastle,86,43
2019,Leicester,Man United,80,149
2019,Man City,Arsenal,144,128
2019,West Ham,Liverpool,85,122
2019,Everton,Man City,84,144
2019,Brighton,Burnley,39,42
2019,Crystal Palace,West Ham,70,85
2019,Fulham,Man United,42,149
2019,Huddersfield,Arsenal,32,128
2019,Liverpool,Bournemouth,122,42
2019,Southampton,Cardiff,70,26
2019,Watford,Everton,51,84
2019,Man City,Chelsea,144,125
2019,Tottenham,Leicester,86,80
2019,Wolves,Newcastle,39,43
2019,Cardiff,Watford,26,51
2019,West Ham,Fulham,85,42
2019,Bournemouth,Wolves,42,39
2019,Burnley,Tottenham,42,86
2019,Leicester,Crystal Palace,80,70
2019,Newcastle,Huddersfield,43,32
2019,Arsenal,Southampton,128,70
2019,Man United,Liverpool,149,122
2019,Cardiff,Everton,26,84
2019,Huddersfield,Wolves,32,39
2019,Leicester,Brighton,80,39
2019,Newcastle,Burnley,43,42
2019,Arsenal,Bournemouth,128,42
2019,Chelsea,Tottenham,125,86
2019,Crystal Palace,Man United,70,149
2019,Liverpool,Watford,122,51
2019,Man City,West Ham,144,85
2019,Southampton,Fulham,70,42
